sexo,remuneracao,cnae_secao,cbo_grupo,uf,idade,escolaridade,vinculo
Feminino,731.88,B,Operacional,SC,64,Pós-graduação,CLT
Feminino,1412.23,G,Administração,RJ,55,Médio incompleto,Estatutário
Masculino,3568.25,I,Administração,BA,45,Fundamental completo,Temporário
Feminino,2036.87,I,Técnico,BA,58,Fundamental completo,Estatutário
Feminino,1054.41,I,Direção,SP,26,Médio incompleto,Temporário
Masculino,2857.54,G,Administração,BA,42,Fundamental completo,Aprendiz
Masculino,3146.63,G,Serviços,RS,43,Superior completo,Temporário
Feminino,1894.71,A,Técnico,RS,62,Médio incompleto,Estatutário
Masculino,4517.15,F,Operacional,MG,43,Fundamental completo,Temporário
Masculino,2616.79,E,Operacional,DF,22,Fundamental incompleto,Temporário
Masculino,2458.22,H,Serviços,MG,34,Fundamental incompleto,Temporário
Feminino,1259.51,H,Serviços,RS,43,Fundamental completo,Aprendiz
Feminino,2397.85,D,Direção,MG,43,Superior incompleto,Estatutário
Feminino,1993.32,A,Serviços,PE,60,Superior completo,Temporário
Masculino,2284.55,F,Operacional,PE,26,Fundamental incompleto,Estatutário
Feminino,1328.67,J,Direção,GO,40,Superior completo,Aprendiz
Masculino,1915.33,A,Serviços,PE,41,Pós-graduação,CLT
Masculino,1251.89,E,Serviços,PR,58,Médio completo,Estatutário
Masculino,688.0,E,Operacional,BA,26,Superior completo,CLT
Masculino,2833.41,C,Direção,MG,27,Médio incompleto,Aprendiz
Feminino,919.59,E,Técnico,PE,23,Médio completo,Aprendiz
Feminino,1897.39,F,Técnico,GO,21,Fundamental completo,CLT
Masculino,2100.33,E,Direção,RJ,18,Fundamental completo,Estatutário
Feminino,2094.26,A,Serviços,PE,23,Pós-graduação,CLT
Feminino,1591.79,G,Serviços,SC,55,Superior incompleto,Aprendiz
Feminino,2042.74,C,Direção,RJ,46,Pós-graduação,Aprendiz
Masculino,2234.86,G,Técnico,SC,61,Fundamental incompleto,Estatutário
Feminino,2516.78,E,Administração,GO,20,Superior completo,Estatutário
Masculino,3944.39,C,Operacional,RJ,62,Fundamental incompleto,Temporário
Feminino,2008.99,F,Direção,MG,41,Superior completo,CLT
Masculino,1860.91,A,Administração,PR,59,Médio completo,Estatutário
Feminino,1202.28,F,Operacional,SP,26,Pós-graduação,Estatutário
Masculino,2199.92,D,Administração,DF,34,Fundamental incompleto,CLT
Masculino,2441.39,D,Administração,GO,60,Fundamental completo,Aprendiz
Feminino,1658.16,E,Operacional,MG,55,Superior incompleto,CLT
Feminino,2310.17,I,Administração,SP,59,Médio incompleto,CLT
Feminino,1585.04,A,Técnico,SC,31,Médio completo,Aprendiz
Feminino,2445.36,C,Direção,SP,53,Superior completo,CLT
Masculino,2726.22,D,Técnico,MG,62,Médio completo,Estatutário
Masculino,2709.13,B,Técnico,BA,50,Médio incompleto,CLT
Masculino,1906.51,I,Operacional,RS,37,Fundamental completo,Estatutário
Masculino,1132.31,G,Operacional,DF,51,Médio completo,Aprendiz
Feminino,1372.84,A,Operacional,BA,20,Fundamental incompleto,CLT
Feminino,2363.32,I,Administração,PR,37,Fundamental incompleto,Temporário
Feminino,5442.35,F,Administração,DF,20,Fundamental incompleto,CLT
Feminino,1551.03,B,Direção,MG,23,Superior incompleto,CLT
Feminino,2219.7,A,Administração,PE,46,Médio incompleto,Estatutário
Masculino,1407.79,F,Direção,PE,56,Fundamental completo,Estatutário
Masculino,1166.44,G,Técnico,RS,60,Fundamental incompleto,Temporário
Feminino,1333.63,J,Direção,SP,48,Fundamental incompleto,Temporário
Masculino,708.31,F,Direção,RS,56,Superior incompleto,Aprendiz
Masculino,3324.4,G,Operacional,DF,38,Fundamental incompleto,Aprendiz
Masculino,662.78,F,Administração,GO,61,Superior completo,CLT
Feminino,1605.64,H,Serviços,SP,18,Superior incompleto,Estatutário
Masculino,1064.06,B,Serviços,MG,50,Superior completo,CLT
Feminino,1214.43,I,Operacional,PE,27,Médio incompleto,Estatutário
Feminino,3359.12,I,Técnico,MG,43,Médio completo,Aprendiz
Masculino,1979.26,I,Técnico,RJ,20,Fundamental incompleto,Estatutário
Feminino,1170.95,G,Técnico,SP,31,Fundamental incompleto,Estatutário
Feminino,1386.75,I,Direção,DF,25,Pós-graduação,Aprendiz
Feminino,1281.18,A,Administração,GO,49,Médio incompleto,Aprendiz
Feminino,1772.96,C,Técnico,MG,58,Médio completo,Estatutário
Masculino,1954.33,B,Serviços,BA,53,Superior incompleto,Temporário
Feminino,4242.93,A,Direção,GO,44,Médio completo,Estatutário
Masculino,763.31,E,Técnico,MG,50,Fundamental incompleto,Aprendiz
Feminino,1779.94,A,Técnico,PE,38,Médio incompleto,Temporário
Feminino,1568.69,C,Administração,DF,43,Superior completo,Temporário
Feminino,2768.18,F,Administração,PE,31,Fundamental completo,CLT
Masculino,2121.05,F,Direção,PR,60,Médio incompleto,Aprendiz
Masculino,2358.22,C,Serviços,GO,53,Superior incompleto,CLT
Masculino,2111.78,D,Operacional,RJ,45,Superior incompleto,Aprendiz
Masculino,1188.69,G,Serviços,SC,45,Fundamental incompleto,Temporário
Masculino,3118.38,F,Administração,PE,38,Pós-graduação,Temporário
Masculino,2589.78,B,Administração,RJ,58,Médio incompleto,Aprendiz
Masculino,2729.81,I,Operacional,SC,46,Fundamental completo,Temporário
Feminino,3193.34,F,Serviços,BA,63,Médio incompleto,Aprendiz
Masculino,2181.91,B,Serviços,DF,55,Superior incompleto,Estatutário
Feminino,3520.81,G,Operacional,DF,51,Pós-graduação,Aprendiz
Feminino,2142.95,J,Administração,RJ,18,Médio incompleto,Aprendiz
Masculino,1638.32,J,Direção,SP,37,Fundamental incompleto,Estatutário
Feminino,1802.68,D,Serviços,BA,43,Superior incompleto,Temporário
Masculino,1788.75,A,Técnico,SC,44,Médio incompleto,Temporário
Feminino,1431.21,J,Serviços,GO,40,Médio incompleto,Temporário
Masculino,3768.19,I,Serviços,GO,24,Fundamental incompleto,CLT
Masculino,2065.92,J,Serviços,GO,39,Fundamental incompleto,CLT
Feminino,1886.79,H,Administração,RS,64,Médio incompleto,Aprendiz
Masculino,2153.23,E,Técnico,DF,54,Pós-graduação,Aprendiz
Feminino,6911.45,C,Serviços,SP,52,Fundamental completo,Aprendiz
Masculino,1086.51,D,Direção,BA,64,Superior incompleto,Estatutário
Masculino,1236.12,C,Técnico,PR,21,Médio incompleto,Estatutário
Masculino,971.4,J,Operacional,PR,46,Fundamental incompleto,CLT
Masculino,1628.36,H,Direção,SC,54,Superior incompleto,Estatutário
Masculino,2019.25,E,Operacional,RJ,53,Fundamental incompleto,Aprendiz
Masculino,1466.46,H,Serviços,MG,20,Superior incompleto,Estatutário
Masculino,1418.17,A,Administração,DF,19,Médio incompleto,Aprendiz
Feminino,1927.7,I,Serviços,RS,22,Superior completo,Temporário
Masculino,1442.38,J,Serviços,SC,35,Superior completo,Temporário
Feminino,2078.87,C,Operacional,MG,51,Pós-graduação,CLT
Masculino,2985.15,A,Serviços,MG,32,Médio completo,Aprendiz
Feminino,2452.01,C,Direção,DF,57,Superior completo,Temporário
Masculino,2687.74,B,Administração,DF,61,Médio completo,Aprendiz
Masculino,2947.35,G,Operacional,MG,58,Superior incompleto,Estatutário
Masculino,2053.44,J,Técnico,MG,18,Pós-graduação,Temporário
Masculino,1683.47,D,Serviços,SC,39,Pós-graduação,Estatutário
Feminino,1277.28,G,Operacional,SP,42,Pós-graduação,Aprendiz
Masculino,1516.21,C,Serviços,PR,34,Fundamental incompleto,CLT
Feminino,1428.44,F,Serviços,DF,50,Fundamental incompleto,Temporário
Masculino,2513.05,G,Operacional,DF,34,Fundamental incompleto,CLT
Masculino,2113.4,G,Direção,PE,55,Médio incompleto,Temporário
Feminino,2473.88,E,Técnico,SC,22,Superior incompleto,Temporário
Masculino,1072.61,F,Serviços,DF,54,Médio incompleto,Temporário
Feminino,3443.65,C,Direção,MG,60,Médio completo,CLT
Masculino,1491.98,D,Serviços,DF,60,Médio completo,Temporário
Feminino,1102.12,F,Serviços,PE,28,Fundamental incompleto,Estatutário
Masculino,1483.79,C,Direção,SP,29,Fundamental incompleto,Aprendiz
Feminino,5528.63,G,Serviços,DF,61,Superior incompleto,Temporário
Feminino,1518.57,C,Técnico,PE,51,Médio completo,Temporário
Masculino,1561.98,I,Operacional,PE,52,Superior incompleto,Estatutário
Masculino,1658.31,D,Direção,SC,56,Médio completo,CLT
Masculino,1691.08,B,Administração,DF,63,Fundamental completo,CLT
Feminino,1271.99,F,Serviços,PE,33,Superior incompleto,Estatutário
Masculino,1928.4,I,Operacional,RJ,41,Fundamental completo,Temporário
Masculino,2933.69,J,Técnico,SC,48,Médio incompleto,Estatutário
Masculino,2082.72,J,Técnico,PE,31,Pós-graduação,Estatutário
Masculino,1096.61,B,Administração,SC,64,Médio completo,Aprendiz
Feminino,1548.5,D,Técnico,DF,49,Fundamental completo,Aprendiz
Feminino,1410.66,E,Operacional,PR,60,Médio incompleto,Temporário
Masculino,1851.63,I,Administração,PE,30,Superior incompleto,Estatutário
Feminino,3290.2,G,Direção,GO,55,Fundamental completo,CLT
Masculino,1690.88,E,Administração,RJ,34,Fundamental completo,CLT
Masculino,1737.72,F,Direção,PR,61,Médio incompleto,Aprendiz
Masculino,4023.63,I,Técnico,SP,53,Pós-graduação,CLT
Feminino,2681.93,D,Operacional,PR,59,Fundamental completo,Estatutário
Feminino,2341.01,B,Serviços,BA,35,Médio incompleto,Aprendiz
Feminino,4364.06,E,Administração,SP,36,Superior completo,Aprendiz
Masculino,2253.89,G,Técnico,GO,24,Médio completo,Temporário
Masculino,739.57,D,Operacional,MG,47,Médio completo,Aprendiz
Masculino,2629.9,A,Serviços,SC,29,Médio completo,Aprendiz
Feminino,883.24,H,Administração,SP,28,Fundamental completo,CLT
Feminino,2215.87,E,Operacional,MG,46,Fundamental completo,Aprendiz
Feminino,836.16,J,Técnico,PE,20,Fundamental incompleto,Aprendiz
Masculino,1465.45,B,Administração,DF,51,Fundamental incompleto,Temporário
Masculino,1535.02,C,Administração,BA,51,Médio incompleto,Temporário
Masculino,1278.5,J,Direção,RS,48,Fundamental completo,Aprendiz
Masculino,1545.37,J,Direção,BA,39,Médio incompleto,CLT
Masculino,2877.43,E,Administração,BA,19,Superior incompleto,Estatutário
Masculino,1311.23,D,Operacional,BA,44,Pós-graduação,CLT
Masculino,2310.72,I,Técnico,PE,64,Fundamental completo,Estatutário
Feminino,1170.82,I,Serviços,RS,53,Superior completo,Temporário
Feminino,1660.25,H,Direção,RS,49,Superior incompleto,Aprendiz
Masculino,2091.69,B,Técnico,DF,52,Fundamental completo,CLT
Masculino,1154.66,E,Administração,PE,34,Médio completo,CLT
Masculino,1001.97,H,Técnico,RS,51,Médio incompleto,Estatutário
Feminino,2255.99,H,Técnico,SC,43,Superior completo,Estatutário
Feminino,2997.06,G,Técnico,DF,27,Fundamental incompleto,Aprendiz
Feminino,1744.84,D,Administração,SC,56,Médio completo,Aprendiz
Feminino,1471.75,C,Direção,PR,26,Superior completo,Temporário
Masculino,1939.24,H,Serviços,BA,42,Fundamental incompleto,Aprendiz
Masculino,1853.75,H,Operacional,RJ,37,Fundamental completo,CLT
Masculino,2016.88,J,Direção,PE,32,Superior incompleto,CLT
Masculino,579.57,E,Serviços,BA,57,Superior incompleto,CLT
Feminino,1117.56,C,Administração,SC,44,Superior completo,Estatutário
Masculino,1236.01,E,Serviços,MG,28,Pós-graduação,Aprendiz
Masculino,1935.05,D,Administração,DF,33,Médio completo,Aprendiz
Masculino,1965.78,H,Serviços,RJ,47,Fundamental incompleto,Estatutário
Feminino,2407.35,B,Direção,RS,39,Superior completo,CLT
Masculino,2030.25,H,Administração,RJ,41,Médio incompleto,Estatutário
Feminino,1006.94,J,Técnico,SC,41,Médio incompleto,Temporário
Masculino,3467.37,F,Administração,BA,53,Pós-graduação,CLT
Masculino,3204.67,D,Administração,DF,35,Médio incompleto,CLT
Masculino,1026.4,C,Serviços,SC,37,Fundamental incompleto,Temporário
Feminino,2100.05,J,Administração,SC,25,Superior incompleto,CLT
Masculino,1383.07,E,Serviços,PR,32,Superior incompleto,CLT
Feminino,1924.63,F,Direção,GO,30,Médio completo,Aprendiz
Masculino,2904.42,A,Administração,GO,53,Pós-graduação,CLT
Masculino,4715.2,A,Técnico,RS,31,Fundamental incompleto,CLT
Feminino,2535.32,J,Técnico,GO,64,Fundamental completo,Estatutário
Masculino,2064.66,C,Direção,RS,64,Pós-graduação,Temporário
Feminino,1551.66,B,Técnico,RS,41,Fundamental completo,CLT
Feminino,1962.47,A,Serviços,PR,54,Médio incompleto,Estatutário
Masculino,3333.9,H,Administração,SP,41,Superior completo,CLT
Feminino,1772.03,A,Operacional,RJ,64,Superior completo,Estatutário
Masculino,1213.48,J,Administração,MG,35,Superior completo,Estatutário
Masculino,872.31,H,Administração,BA,49,Superior incompleto,Temporário
Masculino,2277.59,E,Operacional,SP,52,Superior incompleto,Estatutário
Feminino,2020.86,D,Técnico,MG,37,Pós-graduação,Aprendiz
Masculino,1352.0,H,Técnico,BA,59,Fundamental incompleto,CLT
Feminino,2868.96,H,Administração,SC,49,Fundamental incompleto,Aprendiz
Feminino,1495.48,H,Técnico,RJ,54,Médio completo,Aprendiz
Masculino,1701.75,C,Serviços,RS,54,Fundamental incompleto,Temporário
Masculino,1794.53,H,Serviços,SP,64,Médio completo,Aprendiz
Masculino,1543.91,A,Operacional,PR,50,Médio incompleto,Temporário
Masculino,2010.5,D,Administração,RJ,18,Médio incompleto,CLT
Masculino,3035.65,E,Serviços,PE,45,Superior incompleto,CLT
Feminino,1081.26,F,Direção,GO,44,Pós-graduação,Temporário
Feminino,2252.59,E,Técnico,SC,34,Pós-graduação,Estatutário
Feminino,1953.68,E,Administração,SP,63,Pós-graduação,Temporário
Feminino,1937.58,E,Serviços,RJ,32,Superior incompleto,Temporário
Feminino,2676.67,I,Operacional,RS,31,Superior incompleto,Aprendiz
Masculino,1848.6,J,Serviços,MG,48,Fundamental completo,CLT
Feminino,2244.2,J,Direção,DF,51,Médio completo,CLT
Feminino,2495.24,C,Serviços,SP,20,Superior completo,CLT
Masculino,1440.92,B,Administração,BA,29,Superior completo,Temporário
Feminino,2068.61,J,Operacional,DF,43,Médio incompleto,Temporário
Masculino,1615.09,B,Operacional,DF,41,Médio completo,CLT
Feminino,1703.25,H,Direção,SC,51,Fundamental completo,Temporário
Feminino,1564.11,E,Administração,BA,25,Fundamental completo,CLT
Feminino,2234.98,E,Direção,PE,29,Médio incompleto,Aprendiz
Masculino,1875.71,F,Direção,MG,26,Médio incompleto,Aprendiz
Feminino,2159.31,I,Direção,PR,43,Superior incompleto,Temporário
Masculino,1793.85,G,Serviços,RS,63,Fundamental completo,Estatutário
Masculino,878.44,E,Técnico,DF,55,Superior incompleto,CLT
Feminino,1833.75,E,Serviços,DF,60,Médio incompleto,Aprendiz
Feminino,1860.48,J,Administração,RS,36,Superior completo,Estatutário
Feminino,2016.6,I,Direção,RJ,38,Fundamental completo,Aprendiz
Masculino,1384.12,I,Direção,SP,30,Fundamental completo,CLT
Masculino,1055.78,B,Técnico,MG,52,Fundamental incompleto,CLT
Feminino,2394.84,G,Operacional,RJ,20,Fundamental completo,Aprendiz
Masculino,1598.59,J,Direção,PR,42,Superior incompleto,Temporário
Masculino,1952.88,A,Serviços,SC,49,Fundamental incompleto,CLT
Feminino,1592.95,D,Direção,DF,38,Pós-graduação,Estatutário
Masculino,1803.12,B,Administração,RS,31,Fundamental completo,Estatutário
Feminino,1477.08,J,Técnico,RS,48,Fundamental incompleto,Temporário
Masculino,1169.54,I,Operacional,RS,25,Fundamental completo,Aprendiz
Masculino,2237.64,F,Administração,SP,24,Médio completo,CLT
Masculino,1378.29,D,Serviços,MG,53,Superior completo,CLT
Masculino,1946.48,C,Administração,RS,52,Pós-graduação,Temporário
Masculino,2174.83,D,Direção,SP,36,Superior incompleto,CLT
Masculino,1388.44,B,Técnico,PR,19,Superior incompleto,CLT
Masculino,1051.79,E,Direção,GO,22,Pós-graduação,Estatutário
Masculino,5386.97,I,Técnico,DF,61,Fundamental incompleto,Estatutário
Masculino,1425.82,F,Serviços,SP,19,Médio completo,Aprendiz
Masculino,2393.56,B,Administração,BA,35,Fundamental incompleto,Estatutário
Masculino,4327.56,F,Técnico,RJ,32,Fundamental incompleto,Aprendiz
Feminino,2579.78,I,Administração,GO,33,Médio incompleto,Estatutário
Feminino,1579.4,D,Técnico,DF,29,Fundamental incompleto,Aprendiz
Feminino,1754.25,A,Direção,RS,61,Fundamental completo,CLT
Masculino,1243.05,B,Técnico,MG,53,Médio incompleto,CLT
Feminino,2688.57,E,Técnico,BA,39,Médio incompleto,Estatutário
Feminino,2332.79,J,Operacional,SC,45,Pós-graduação,CLT
Feminino,1434.41,G,Serviços,GO,57,Fundamental incompleto,Aprendiz
Masculino,1131.19,H,Direção,PE,60,Médio incompleto,Temporário
Feminino,997.69,C,Direção,DF,39,Superior incompleto,Temporário
Feminino,2818.42,I,Administração,BA,21,Superior completo,CLT
Feminino,1908.68,B,Técnico,SC,29,Médio incompleto,CLT
Masculino,1991.7,D,Técnico,PE,38,Médio incompleto,Estatutário
Masculino,1248.47,D,Técnico,DF,44,Pós-graduação,Estatutário
Masculino,935.82,F,Direção,PE,40,Fundamental completo,Aprendiz
Masculino,2788.27,J,Operacional,SC,59,Superior incompleto,Aprendiz
Feminino,1842.57,F,Administração,PE,44,Médio incompleto,Temporário
Masculino,2719.64,C,Técnico,DF,58,Fundamental completo,Aprendiz
Masculino,1519.79,I,Operacional,SC,33,Superior incompleto,CLT
Masculino,1625.27,E,Serviços,SC,49,Médio incompleto,CLT
Masculino,2492.36,B,Direção,RJ,53,Fundamental incompleto,Estatutário
Masculino,2513.81,F,Serviços,DF,34,Médio incompleto,CLT
Feminino,2588.68,C,Direção,PE,35,Superior completo,Aprendiz
Feminino,1583.13,H,Administração,PR,44,Superior incompleto,Aprendiz
Masculino,2384.03,C,Serviços,GO,24,Superior completo,Estatutário
Masculino,2978.26,E,Administração,MG,58,Médio incompleto,Aprendiz
Masculino,1724.78,D,Administração,DF,55,Superior completo,Estatutário
Masculino,1435.01,D,Administração,GO,37,Superior incompleto,CLT
Feminino,3308.45,B,Serviços,BA,52,Fundamental incompleto,Estatutário
Feminino,1346.82,H,Serviços,DF,64,Médio incompleto,Aprendiz
Feminino,2400.1,C,Serviços,BA,50,Superior incompleto,Aprendiz
Feminino,1761.13,D,Técnico,PE,43,Pós-graduação,Temporário
Masculino,789.42,F,Administração,GO,41,Superior completo,Estatutário
Feminino,3004.5,I,Técnico,PR,41,Fundamental completo,Aprendiz
Feminino,522.68,D,Direção,GO,48,Superior completo,Temporário
Feminino,740.36,C,Serviços,GO,44,Médio incompleto,CLT
Masculino,2292.27,E,Operacional,SC,26,Superior completo,CLT
Feminino,2292.0,I,Direção,PE,19,Pós-graduação,CLT
Feminino,1357.08,A,Administração,BA,23,Superior completo,CLT
Feminino,1932.4,E,Administração,SP,48,Superior completo,CLT
Masculino,578.74,D,Técnico,GO,42,Fundamental incompleto,Estatutário
Feminino,2485.28,E,Serviços,RS,33,Fundamental completo,CLT
Feminino,2023.08,G,Serviços,PE,62,Superior completo,Aprendiz
Feminino,1771.29,G,Direção,DF,23,Médio incompleto,Aprendiz
Feminino,1825.08,G,Direção,SC,40,Superior incompleto,CLT
Feminino,2257.39,A,Direção,RS,64,Pós-graduação,CLT
Masculino,1784.68,I,Operacional,RJ,22,Médio completo,Temporário
Feminino,777.96,G,Operacional,DF,34,Superior completo,Estatutário
Masculino,4857.84,D,Administração,SP,26,Fundamental completo,Aprendiz
Feminino,3103.73,D,Administração,PR,43,Superior incompleto,Aprendiz
Masculino,1014.12,B,Administração,PE,30,Fundamental completo,Aprendiz
Masculino,1547.95,F,Serviços,RS,24,Pós-graduação,Aprendiz
Feminino,1625.85,J,Administração,SP,57,Médio incompleto,CLT
Feminino,2937.99,C,Técnico,RS,35,Fundamental incompleto,CLT
Feminino,684.25,A,Direção,PR,54,Superior completo,Estatutário
Feminino,1444.4,E,Serviços,PR,62,Fundamental incompleto,Temporário
Feminino,818.7,F,Operacional,SP,41,Superior completo,CLT
Masculino,1590.35,E,Direção,RJ,49,Superior completo,Aprendiz
Masculino,1461.73,E,Administração,SC,24,Fundamental completo,Temporário
Masculino,1874.06,J,Operacional,GO,37,Médio completo,Aprendiz
Masculino,1377.2,H,Operacional,PR,62,Médio incompleto,Estatutário
Masculino,1289.54,J,Operacional,DF,51,Superior incompleto,CLT
Feminino,2389.51,A,Direção,BA,36,Médio incompleto,Estatutário
Feminino,2218.54,H,Serviços,PR,63,Médio completo,Aprendiz
Masculino,2317.23,G,Direção,DF,31,Pós-graduação,CLT
Masculino,1669.69,A,Técnico,SP,49,Pós-graduação,CLT
Feminino,1397.89,I,Administração,MG,26,Superior incompleto,CLT
Masculino,1713.88,D,Serviços,RJ,53,Médio completo,CLT
Masculino,2265.44,G,Serviços,BA,43,Médio incompleto,Estatutário
Feminino,678.88,C,Administração,DF,37,Médio incompleto,CLT
Feminino,2158.89,H,Técnico,RJ,46,Fundamental completo,Temporário
Masculino,2077.9,D,Operacional,SC,33,Superior completo,CLT
Feminino,1859.32,B,Administração,RJ,48,Pós-graduação,Aprendiz
Masculino,1690.55,B,Operacional,MG,41,Médio completo,Estatutário
Feminino,569.78,H,Administração,SP,47,Fundamental incompleto,Temporário
Masculino,1483.36,H,Direção,SC,25,Médio completo,Aprendiz
Masculino,4045.04,A,Técnico,RJ,43,Médio completo,CLT
Feminino,1818.57,F,Técnico,MG,32,Pós-graduação,Aprendiz
Masculino,1574.54,I,Administração,SC,27,Superior incompleto,Estatutário
Feminino,1821.85,I,Técnico,SC,53,Superior completo,Estatutário
Masculino,2121.01,B,Operacional,RS,56,Superior incompleto,CLT
Masculino,2432.0,H,Técnico,SP,41,Pós-graduação,Temporário
Masculino,1631.09,H,Técnico,BA,25,Fundamental completo,Estatutário
Masculino,2189.03,D,Técnico,RJ,18,Fundamental incompleto,Estatutário
Feminino,3844.86,D,Serviços,SC,27,Pós-graduação,Temporário
Masculino,2843.56,E,Administração,BA,64,Médio incompleto,CLT
Feminino,5182.98,J,Direção,RJ,40,Fundamental incompleto,Aprendiz
Feminino,1345.41,G,Direção,SC,55,Fundamental incompleto,CLT
Feminino,3844.06,A,Serviços,SP,27,Fundamental incompleto,CLT
Masculino,1266.73,I,Serviços,SC,50,Pós-graduação,Aprendiz
Feminino,2119.86,C,Direção,PE,48,Fundamental completo,Aprendiz
Masculino,2513.96,D,Operacional,PE,55,Fundamental completo,CLT
Masculino,1436.77,G,Direção,BA,30,Pós-graduação,Temporário
Masculino,1881.05,E,Direção,RS,52,Fundamental incompleto,Aprendiz
Masculino,2723.59,E,Administração,RS,61,Médio incompleto,Estatutário
Masculino,1313.4,A,Direção,PR,64,Médio incompleto,CLT
Feminino,3832.31,B,Direção,PE,49,Pós-graduação,Estatutário
Masculino,969.65,E,Técnico,RS,39,Médio incompleto,Estatutário
Masculino,4328.0,B,Serviços,DF,24,Fundamental completo,Aprendiz
Feminino,2837.27,A,Direção,MG,23,Superior incompleto,Temporário
Masculino,1736.49,J,Direção,DF,58,Pós-graduação,Estatutário
Masculino,1508.39,C,Operacional,RJ,33,Médio incompleto,CLT
Masculino,1439.19,A,Direção,SC,29,Superior incompleto,Aprendiz
Feminino,1700.86,J,Administração,PR,26,Fundamental incompleto,Estatutário
Masculino,1769.01,H,Operacional,PR,57,Pós-graduação,CLT
Masculino,3180.68,H,Direção,SC,22,Médio incompleto,CLT
Masculino,4384.78,H,Administração,GO,20,Fundamental incompleto,CLT
Feminino,1977.76,G,Serviços,BA,53,Fundamental incompleto,Estatutário
Feminino,1235.79,G,Direção,RS,60,Superior completo,Temporário
Feminino,1414.35,B,Serviços,RS,27,Pós-graduação,Estatutário
Masculino,1665.05,I,Direção,DF,25,Médio completo,Temporário
Masculino,1137.34,G,Operacional,RS,26,Fundamental incompleto,Temporário
Masculino,1063.67,E,Operacional,PE,30,Fundamental incompleto,Aprendiz
Masculino,4645.75,D,Administração,GO,36,Superior completo,Aprendiz
Masculino,2071.81,H,Técnico,SP,40,Fundamental completo,Temporário
Masculino,1242.76,E,Administração,RS,60,Fundamental incompleto,Estatutário
Masculino,2610.96,F,Direção,RJ,41,Médio incompleto,Temporário
Feminino,1063.95,D,Serviços,GO,20,Pós-graduação,Temporário
Masculino,1104.11,B,Serviços,PR,50,Pós-graduação,Temporário
Feminino,1259.7,G,Direção,RJ,40,Fundamental completo,CLT
Masculino,3806.75,B,Técnico,BA,31,Médio completo,Temporário
Masculino,1613.57,G,Técnico,GO,36,Médio completo,CLT
Masculino,602.59,G,Técnico,BA,50,Fundamental incompleto,Temporário
Masculino,3116.7,A,Direção,DF,40,Superior incompleto,Estatutário
Masculino,1575.19,J,Operacional,RS,44,Médio completo,Aprendiz
Masculino,786.64,J,Operacional,PR,29,Médio completo,Aprendiz
Feminino,1567.9,C,Direção,MG,63,Superior completo,CLT
Feminino,2285.76,C,Operacional,BA,64,Médio completo,Temporário
Masculino,2168.57,F,Técnico,PR,24,Médio incompleto,Estatutário
Feminino,4061.42,C,Operacional,DF,53,Superior incompleto,CLT
Feminino,1231.83,I,Direção,BA,63,Pós-graduação,Estatutário
Feminino,1846.46,E,Operacional,RS,35,Fundamental incompleto,Temporário
Feminino,1319.75,F,Operacional,BA,33,Superior completo,Aprendiz
Masculino,903.26,F,Operacional,SP,31,Superior completo,Temporário
Masculino,2693.21,H,Operacional,RJ,38,Pós-graduação,Temporário
Masculino,2227.14,J,Direção,MG,60,Superior completo,Temporário
Masculino,2054.23,C,Administração,PR,44,Fundamental incompleto,Aprendiz
Masculino,2190.87,I,Operacional,PR,42,Fundamental completo,Aprendiz
Feminino,1328.14,G,Administração,BA,55,Médio incompleto,CLT
Feminino,1149.91,F,Direção,DF,32,Superior completo,CLT
Feminino,1838.93,A,Serviços,GO,27,Superior incompleto,CLT
Feminino,3048.93,D,Administração,DF,47,Fundamental completo,Aprendiz
Feminino,3728.03,E,Direção,SC,61,Superior incompleto,Aprendiz
Feminino,2586.2,B,Serviços,BA,26,Pós-graduação,Temporário
Masculino,1831.94,A,Operacional,PE,45,Médio completo,Temporário
Masculino,2041.42,B,Direção,RS,35,Superior incompleto,Estatutário
Masculino,1817.5,H,Técnico,BA,28,Superior completo,Estatutário
Feminino,1139.48,J,Serviços,SC,55,Fundamental completo,CLT
Masculino,1828.21,F,Técnico,PE,19,Médio incompleto,Temporário
Feminino,991.61,J,Operacional,SP,39,Superior completo,Temporário
Masculino,1709.86,B,Operacional,PR,40,Pós-graduação,Estatutário
Masculino,3775.35,I,Administração,MG,37,Médio incompleto,CLT
Feminino,2618.32,H,Operacional,DF,62,Médio completo,Temporário
Masculino,1193.44,D,Administração,DF,46,Fundamental incompleto,Estatutário
Masculino,1750.06,J,Serviços,MG,43,Fundamental completo,CLT
Masculino,1242.07,G,Técnico,GO,58,Fundamental incompleto,CLT
Masculino,1757.89,C,Serviços,RJ,29,Pós-graduação,CLT
Feminino,2888.52,F,Técnico,PR,46,Pós-graduação,Estatutário
Masculino,2425.65,C,Direção,RS,36,Pós-graduação,Temporário
Feminino,5529.57,J,Serviços,BA,51,Médio completo,Estatutário
Masculino,3092.13,C,Direção,PE,44,Superior incompleto,Temporário
Feminino,1981.88,I,Técnico,RS,47,Superior incompleto,Temporário
Masculino,2452.14,F,Administração,MG,54,Médio completo,Temporário
Feminino,1650.61,H,Serviços,DF,48,Médio incompleto,Aprendiz
Feminino,1088.57,D,Serviços,PE,45,Fundamental completo,Aprendiz
Masculino,3253.87,D,Administração,BA,42,Médio completo,Aprendiz
Feminino,2847.07,H,Administração,PE,23,Médio completo,CLT
